駅番号,路線名,駅名
H75,JR北海道函館本線,函館駅
H73,JR北海道函館本線,桔梗駅
H72,JR北海道函館本線,大中山駅
H71,JR北海道函館本線,七飯駅
H70,JR北海道函館本線,渡島大野駅
H68,JR北海道函館本線,大沼駅
H67,JR北海道函館本線,大沼公園駅
H66,JR北海道函館本線,赤井川駅
H65,JR北海道函館本線,駒ヶ岳駅
H64,JR北海道函館本線,東山駅
H63,JR北海道函館本線,姫川駅
H62,JR北海道函館本線,森駅
H61,JR北海道函館本線,桂川駅
H60,JR北海道函館本線,石谷駅
H59,JR北海道函館本線,本石倉駅
H58,JR北海道函館本線,石倉駅
H57,JR北海道函館本線,落部駅
H56,JR北海道函館本線,野田生駅
H55,JR北海道函館本線,山越駅
H54,JR北海道函館本線,八雲駅
H53,JR北海道函館本線,鷲ノ巣駅
H52,JR北海道函館本線,山崎駅
H51,JR北海道函館本線,黒岩駅
H50,JR北海道函館本線,北豊津駅
H49,JR北海道函館本線,国縫駅
H48,JR北海道函館本線,中ノ沢駅
H47,JR北海道函館本線,長万部駅
S32,JR北海道函館本線,二股駅
S31,JR北海道函館本線,蕨岱駅
S30,JR北海道函館本線,黒松内駅
S29,JR北海道函館本線,熱郛駅
S28,JR北海道函館本線,目名駅
S27,JR北海道函館本線,蘭越駅
S26,JR北海道函館本線,昆布駅
S25,JR北海道函館本線,ニセコ駅
S24,JR北海道函館本線,比羅夫駅
S23,JR北海道函館本線,倶知安駅
S22,JR北海道函館本線,小沢駅
S21,JR北海道函館本線,銀山駅
S20,JR北海道函館本線,然別駅
S19,JR北海道函館本線,仁木駅
S18,JR北海道函館本線,余市駅
S17,JR北海道函館本線,蘭島駅
S16,JR北海道函館本線,塩谷駅
S32,JR北海道函館本線,二股駅
S31,JR北海道函館本線,蕨岱駅
S30,JR北海道函館本線,黒松内駅
S29,JR北海道函館本線,熱郛駅
S28,JR北海道函館本線,目名駅
S27,JR北海道函館本線,蘭越駅
S26,JR北海道函館本線,昆布駅
S25,JR北海道函館本線,ニセコ駅
S24,JR北海道函館本線,比羅夫駅
S23,JR北海道函館本線,倶知安駅
S22,JR北海道函館本線,小沢駅
S21,JR北海道函館本線,銀山駅
S20,JR北海道函館本線,然別駅
S19,JR北海道函館本線,仁木駅
S18,JR北海道函館本線,余市駅
S17,JR北海道函館本線,蘭島駅
S16,JR北海道函館本線,塩谷駅
S15,JR北海道函館本線,小樽駅
S14,JR北海道函館本線,南小樽駅
S13,JR北海道函館本線,小樽築港駅
S12,JR北海道函館本線,朝里駅
S11,JR北海道函館本線,銭函駅
S10,JR北海道函館本線,ほしみ駅
S09,JR北海道函館本線,星置駅
S08,JR北海道函館本線,稲穂駅
S07,JR北海道函館本線,手稲駅
S06,JR北海道函館本線,稲積公園駅
S05,JR北海道函館本線,発寒駅
S04,JR北海道函館本線,発寒中央駅
S03,JR北海道函館本線,琴似駅
S02,JR北海道函館本線,桑園駅
H02,JR北海道函館本線,苗穂駅
H03,JR北海道函館本線,白石駅
A04,JR北海道函館本線,厚別駅
A05,JR北海道函館本線,森林公園駅
A06,JR北海道函館本線,大麻駅
A07,JR北海道函館本線,野幌駅
A08,JR北海道函館本線,高砂駅
A09,JR北海道函館本線,江別駅
A10,JR北海道函館本線,豊幌駅
A11,JR北海道函館本線,幌向駅
A12,JR北海道函館本線,上幌向駅
A13,JR北海道函館本線,岩見沢駅
A14,JR北海道函館本線,峰延駅
A15,JR北海道函館本線,光珠内駅
A16,JR北海道函館本線,美唄駅
A17,JR北海道函館本線,茶志内駅
A18,JR北海道函館本線,奈井江駅
A19,JR北海道函館本線,豊沼駅
A20,JR北海道函館本線,砂川駅
A21,JR北海道函館本線,滝川駅
A22,JR北海道函館本線,江部乙駅
A23,JR北海道函館本線,妹背牛駅
A24,JR北海道函館本線,深川駅
A25,JR北海道函館本線,納内駅
A26,JR北海道函館本線,伊納駅
A27,JR北海道函館本線,近文駅
A28,JR北海道函館本線,旭川駅
A21,JR北海道根室本線,滝川駅
T22,JR北海道根室本線,東滝川駅
T23,JR北海道根室本線,赤平駅◇
T24,JR北海道根室本線,茂尻駅
T25,JR北海道根室本線,平岸駅
T26,JR北海道根室本線,芦別駅
T27,JR北海道根室本線,上芦別駅
T28,JR北海道根室本線,野花南駅
T29,JR北海道根室本線,島ノ下駅
T30,JR北海道根室本線,富良野駅
T31,JR北海道根室本線,布部駅
T32,JR北海道根室本線,山部駅
T33,JR北海道根室本線,下金山駅
T34,JR北海道根室本線,金山駅
T35,JR北海道根室本線,東鹿越駅
T36,JR北海道根室本線,幾寅駅
T37,JR北海道根室本線,落合駅
K23,JR北海道根室本線,新得駅
K24,JR北海道根室本線,十勝清水駅
K25,JR北海道根室本線,羽帯駅
K26,JR北海道根室本線,御影駅
K27,JR北海道根室本線,芽室駅
K28,JR北海道根室本線,大成駅
K29,JR北海道根室本線,西帯広駅
K30,JR北海道根室本線,柏林台駅
K31,JR北海道根室本線,帯広駅
K32,JR北海道根室本線,札内駅
K33,JR北海道根室本線,稲士別駅
K34,JR北海道根室本線,幕別駅
K35,JR北海道根室本線,利別駅
K36,JR北海道根室本線,池田駅
K37,JR北海道根室本線,十弗駅
K38,JR北海道根室本線,豊頃駅
K39,JR北海道根室本線,新吉野駅
K40,JR北海道根室本線,浦幌駅
K41,JR北海道根室本線,上厚内駅
K42,JR北海道根室本線,厚内駅
K43,JR北海道根室本線,直別駅
K44,JR北海道根室本線,尺別駅
K45,JR北海道根室本線,音別駅
K46,JR北海道根室本線,古瀬駅
K47,JR北海道根室本線,白糠駅
K48,JR北海道根室本線,西庶路駅
K49,JR北海道根室本線,庶路駅
K50,JR北海道根室本線,大楽毛駅
K51,JR北海道根室本線,新大楽毛駅
K52,JR北海道根室本線,新富士駅
K53,JR北海道根室本線,釧路駅
B54,JR北海道根室本線,東釧路駅
H18,JR北海道千歳線,苫小牧駅
H17,JR北海道千歳線,沼ノ端駅
H16,JR北海道千歳線,植苗駅
H15,JR北海道千歳線,美々駅
AP15,JR北海道千歳線,新千歳空港駅
H14,JR北海道千歳線,南千歳駅
H13,JR北海道千歳線,千歳駅
H12,JR北海道千歳線,長都駅
H11,JR北海道千歳線,サッポロビール庭園駅
H10,JR北海道千歳線,恵庭駅
H09,JR北海道千歳線,恵み野駅
H08,JR北海道千歳線,島松駅
H07,JR北海道千歳線,北広島駅
H06,JR北海道千歳線,上野幌駅
H05,JR北海道千歳線,新札幌駅
H04,JR北海道千歳線,平和駅
H03,JR北海道千歳線,白石駅
H02,JR北海道千歳線,苗穂駅
H47,JR北海道室蘭本線,長万部駅
H46,JR北海道室蘭本線,静狩駅
H45,JR北海道室蘭本線,小幌駅
H44,JR北海道室蘭本線,礼文駅
H43,JR北海道室蘭本線,大岸駅
H42,JR北海道室蘭本線,豊浦駅
H41,JR北海道室蘭本線,洞爺駅
H40,JR北海道室蘭本線,有珠駅
H39,JR北海道室蘭本線,長和駅
H38,JR北海道室蘭本線,伊達紋別駅
H37,JR北海道室蘭本線,北舟岡駅
H36,JR北海道室蘭本線,稀府駅
H35,JR北海道室蘭本線,黄金駅
H34,JR北海道室蘭本線,崎守駅
H33,JR北海道室蘭本線,本輪西駅
H31,JR北海道室蘭本線,鷲別駅
H30,JR北海道室蘭本線,幌別駅
H29,JR北海道室蘭本線,富浦駅
H28,JR北海道室蘭本線,登別駅
H27,JR北海道室蘭本線,虎杖浜駅
H26,JR北海道室蘭本線,竹浦駅
H25,JR北海道室蘭本線,北吉原駅
H24,JR北海道室蘭本線,萩野駅
H23,JR北海道室蘭本線,白老駅
H22,JR北海道室蘭本線,社台駅
H21,JR北海道室蘭本線,錦岡駅
H20,JR北海道室蘭本線,糸井駅
H19,JR北海道室蘭本線,青葉駅
H18,JR北海道室蘭本線,苫小牧駅
H17,JR北海道室蘭本線,沼ノ端駅
K15,JR北海道室蘭本線,追分駅
A13,JR北海道室蘭本線,岩見沢駅
H32,JR北海道室蘭本線,東室蘭駅
M33,JR北海道室蘭本線,輪西駅
M34,JR北海道室蘭本線,御崎駅
M35,JR北海道室蘭本線,母恋駅
M36,JR北海道室蘭本線,室蘭駅
H14,JR北海道石勝線,南千歳駅
K15,JR北海道石勝線,追分駅
K16,JR北海道石勝線,東追分駅
K17,JR北海道石勝線,川端駅
K18,JR北海道石勝線,滝ノ上駅
K19,JR北海道石勝線,十三里駅
K20,JR北海道石勝線,新夕張駅
K21,JR北海道石勝線,占冠駅
K22,JR北海道石勝線,トマム駅
K23,JR北海道石勝線,新得駅
K20,JR北海道石勝線,新夕張駅
Y21,JR北海道石勝線,沼ノ沢駅
Y22,JR北海道石勝線,南清水沢駅
Y23,JR北海道石勝線,清水沢駅
Y24,JR北海道石勝線,鹿ノ谷駅
Y25,JR北海道石勝線,夕張駅
A28,JR北海道富良野線,旭川駅
F29,JR北海道富良野線,神楽岡駅
F30,JR北海道富良野線,緑が丘駅
F31,JR北海道富良野線,西御料駅
F32,JR北海道富良野線,西瑞穂駅
F33,JR北海道富良野線,西神楽駅
F34,JR北海道富良野線,西聖和駅
F35,JR北海道富良野線,千代ヶ岡駅
F36,JR北海道富良野線,北美瑛駅
F37,JR北海道富良野線,美瑛駅
F38,JR北海道富良野線,美馬牛駅
F39,JR北海道富良野線,上富良野駅
F40,JR北海道富良野線,西中駅
F41,JR北海道富良野線,ラベンダー畑駅
F42,JR北海道富良野線,中富良野駅
F43,JR北海道富良野線,鹿討駅
F44,JR北海道富良野線,学田駅
T30,JR北海道富良野線,富良野駅
A24,JR北海道留萌本線,深川駅
A28,JR北海道宗谷本線,旭川駅
A29,JR北海道宗谷本線,旭川四条駅
A30,JR北海道宗谷本線,新旭川駅
W32,JR北海道宗谷本線,北永山駅
W33,JR北海道宗谷本線,南比布駅
W34,JR北海道宗谷本線,比布駅
W35,JR北海道宗谷本線,北比布駅
W36,JR北海道宗谷本線,蘭留駅
W37,JR北海道宗谷本線,塩狩駅
W38,JR北海道宗谷本線,和寒駅
W39,JR北海道宗谷本線,東六線駅
W40,JR北海道宗谷本線,剣淵駅
W41,JR北海道宗谷本線,北剣淵駅
W42,JR北海道宗谷本線,士別駅
W43,JR北海道宗谷本線,下士別駅
W44,JR北海道宗谷本線,多寄駅
W45,JR北海道宗谷本線,瑞穂駅
W46,JR北海道宗谷本線,風連駅
W47,JR北海道宗谷本線,東風連駅
W48,JR北海道宗谷本線,名寄駅
W49,JR北海道宗谷本線,日進駅
W50,JR北海道宗谷本線,北星駅
W51,JR北海道宗谷本線,智恵文駅
W52,JR北海道宗谷本線,智北駅
W53,JR北海道宗谷本線,南美深駅
W54,JR北海道宗谷本線,美深駅
W55,JR北海道宗谷本線,初野駅
W56,JR北海道宗谷本線,紋穂内駅
W57,JR北海道宗谷本線,恩根内駅
W58,JR北海道宗谷本線,豊清水駅
W59,JR北海道宗谷本線,天塩川温泉駅
W60,JR北海道宗谷本線,咲来駅
W61,JR北海道宗谷本線,音威子府駅
W62,JR北海道宗谷本線,筬島駅
W63,JR北海道宗谷本線,佐久駅
W64,JR北海道宗谷本線,天塩中川駅
W65,JR北海道宗谷本線,歌内駅
W66,JR北海道宗谷本線,問寒別駅
W67,JR北海道宗谷本線,糠南駅
W68,JR北海道宗谷本線,雄信内駅
W69,JR北海道宗谷本線,安牛駅
W70,JR北海道宗谷本線,南幌延駅
W71,JR北海道宗谷本線,上幌延駅
W72,JR北海道宗谷本線,幌延駅
W73,JR北海道宗谷本線,下沼駅
W74,JR北海道宗谷本線,豊富駅
W75,JR北海道宗谷本線,徳満駅
W76,JR北海道宗谷本線,兜沼駅
W77,JR北海道宗谷本線,勇知駅
W78,JR北海道宗谷本線,抜海駅
W79,JR北海道宗谷本線,南稚内駅
W80,JR北海道宗谷本線,稚内駅
A69,JR北海道釧網本線,網走駅
B79,JR北海道釧網本線,桂台駅
B78,JR北海道釧網本線,鱒浦駅
B77,JR北海道釧網本線,藻琴駅
B76,JR北海道釧網本線,北浜駅
B75,JR北海道釧網本線,原生花園駅
B74,JR北海道釧網本線,浜小清水駅
B73,JR北海道釧網本線,止別駅
B72,JR北海道釧網本線,知床斜里駅
B71,JR北海道釧網本線,中斜里駅
B70,JR北海道釧網本線,南斜里駅
B69,JR北海道釧網本線,清里町駅
B68,JR北海道釧網本線,札弦駅
B67,JR北海道釧網本線,緑駅
B66,JR北海道釧網本線,川湯温泉駅
B65,JR北海道釧網本線,美留和駅
B64,JR北海道釧網本線,摩周駅
B63,JR北海道釧網本線,南弟子屈駅
B62,JR北海道釧網本線,磯分内駅
B61,JR北海道釧網本線,標茶駅
B60,JR北海道釧網本線,五十石駅
B59,JR北海道釧網本線,茅沼駅
B58,JR北海道釧網本線,塘路駅
B57,JR北海道釧網本線,細岡駅
B56,JR北海道釧網本線,釧路湿原駅
B55,JR北海道釧網本線,遠矢駅
B54,JR北海道釧網本線,東釧路駅
K53,JR北海道釧網本線,釧路駅
A28,JR北海道石北本線,旭川駅
A29,JR北海道石北本線,旭川四条駅
A30,JR北海道石北本線,新旭川駅
A31,JR北海道石北本線,南永山駅
A32,JR北海道石北本線,東旭川駅
A33,JR北海道石北本線,北日ノ出駅
A34,JR北海道石北本線,桜岡駅
A35,JR北海道石北本線,当麻駅
A36,JR北海道石北本線,将軍山駅
A37,JR北海道石北本線,伊香牛駅
A38,JR北海道石北本線,愛別駅
A39,JR北海道石北本線,中愛別駅
A40,JR北海道石北本線,愛山駅
A41,JR北海道石北本線,安足間駅
A42,JR北海道石北本線,東雲駅
A43,JR北海道石北本線,上川駅
A44,JR北海道石北本線,上白滝駅
A45,JR北海道石北本線,白滝駅
A46,JR北海道石北本線,旧白滝駅
A47,JR北海道石北本線,下白滝駅
A48,JR北海道石北本線,丸瀬布駅
A49,JR北海道石北本線,瀬戸瀬駅
A50,JR北海道石北本線,遠軽駅
A51,JR北海道石北本線,安国駅
A52,JR北海道石北本線,生野駅
A53,JR北海道石北本線,生田原駅
A54,JR北海道石北本線,金華駅
A55,JR北海道石北本線,西留辺蘂駅
A56,JR北海道石北本線,留辺蘂駅
A57,JR北海道石北本線,相内駅
A58,JR北海道石北本線,東相内駅
A59,JR北海道石北本線,西北見駅
A60,JR北海道石北本線,北見駅
A61,JR北海道石北本線,柏陽駅
A62,JR北海道石北本線,愛し野駅
A63,JR北海道石北本線,端野駅
A64,JR北海道石北本線,緋牛内駅
A65,JR北海道石北本線,美幌駅
A66,JR北海道石北本線,西女満別駅
A67,JR北海道石北本線,女満別駅
A68,JR北海道石北本線,呼人駅
A69,JR北海道石北本線,網走駅
S02,JR北海道札沼線,桑園駅
G03,JR北海道札沼線,八軒駅
G04,JR北海道札沼線,新川駅
G05,JR北海道札沼線,新琴似駅
G06,JR北海道札沼線,太平駅
G07,JR北海道札沼線,百合が原駅
G08,JR北海道札沼線,篠路駅
G09,JR北海道札沼線,拓北駅
G10,JR北海道札沼線,あいの里教育大駅
G11,JR北海道札沼線,あいの里公園駅
G12,JR北海道札沼線,石狩太美駅
G13,JR北海道札沼線,石狩当別駅
G14,JR北海道札沼線,北海道医療大学駅
H75,JR北海道江差線,函館駅
H74,JR北海道江差線,五稜郭駅
H18,JR北海道日高本線,苫小牧駅
N01,札幌市営地下鉄南北線,麻生駅
N02,札幌市営地下鉄南北線,北34条駅
N03,札幌市営地下鉄南北線,北24条駅
N04,札幌市営地下鉄南北線,北18条駅
N05,札幌市営地下鉄南北線,北12条駅
N06,札幌市営地下鉄南北線,さっぽろ駅
N07,札幌市営地下鉄南北線,大通駅
N08,札幌市営地下鉄南北線,すすきの駅
N09,札幌市営地下鉄南北線,中島公園駅
N10,札幌市営地下鉄南北線,幌平橋駅
N11,札幌市営地下鉄南北線,中の島駅
N12,札幌市営地下鉄南北線,平岸駅
N13,札幌市営地下鉄南北線,南平岸駅
N14,札幌市営地下鉄南北線,澄川駅
N15,札幌市営地下鉄南北線,自衛隊前駅
N16,札幌市営地下鉄南北線,真駒内駅
T01,札幌市営地下鉄東西線,宮の沢駅
T02,札幌市営地下鉄東西線,発寒南駅
T03,札幌市営地下鉄東西線,琴似駅
T04,札幌市営地下鉄東西線,二十四軒駅
T05,札幌市営地下鉄東西線,西28丁目駅
T06,札幌市営地下鉄東西線,円山公園駅
T07,札幌市営地下鉄東西線,西18丁目駅
T08,札幌市営地下鉄東西線,西11丁目駅
T09,札幌市営地下鉄東西線,大通駅
T10,札幌市営地下鉄東西線,バスセンター前駅
T11,札幌市営地下鉄東西線,菊水駅
T12,札幌市営地下鉄東西線,東札幌駅
T13,札幌市営地下鉄東西線,白石駅
T14,札幌市営地下鉄東西線,南郷7丁目駅
T15,札幌市営地下鉄東西線,南郷13丁目駅
T16,札幌市営地下鉄東西線,南郷18丁目駅
T17,札幌市営地下鉄東西線,大谷地駅
T18,札幌市営地下鉄東西線,ひばりが丘駅
T19,札幌市営地下鉄東西線,新さっぽろ駅
H01,札幌市営地下鉄東豊線,栄町駅
H02,札幌市営地下鉄東豊線,新道東駅
H03,札幌市営地下鉄東豊線,元町駅
H04,札幌市営地下鉄東豊線,環状通東駅
H05,札幌市営地下鉄東豊線,東区役所前駅
H06,札幌市営地下鉄東豊線,北13条東駅
H07,札幌市営地下鉄東豊線,さっぽろ駅
H08,札幌市営地下鉄東豊線,大通駅
H09,札幌市営地下鉄東豊線,豊水すすきの駅
H10,札幌市営地下鉄東豊線,学園前駅
H11,札幌市営地下鉄東豊線,豊平公園駅
H12,札幌市営地下鉄東豊線,美園駅
H13,札幌市営地下鉄東豊線,月寒中央駅
H14,札幌市営地下鉄東豊線,福住駅
SC01,札幌市電,西4丁目
SC02,札幌市電,西8丁目
SC03,札幌市電,中央区役所前
SC04,札幌市電,西15丁目
SC05,札幌市電,西線6条
SC06,札幌市電,西線9条旭山公園通
SC07,札幌市電,西線11条
SC08,札幌市電,西線14条
SC09,札幌市電,西線16条
SC10,札幌市電,ロープウェイ入口
SC11,札幌市電,電車事業所前
SC12,札幌市電,中央図書館前
SC13,札幌市電,石山通
SC14,札幌市電,東屯田通
SC15,札幌市電,幌南小学校前
SC16,札幌市電,山鼻19条
SC17,札幌市電,静修学園前
SC18,札幌市電,行啓通
SC19,札幌市電,中島公園通
SC20,札幌市電,山鼻9条
SC21,札幌市電,東本願寺前
SC22,札幌市電,資生館小学校前
SC23,札幌市電,すすきの
DY1,函館市電,湯の川
DY2,函館市電,湯の川温泉
DY3,函館市電,市民会館前
DY4,函館市電,駒場車庫前
DY5,函館市電,競馬場前
DY6,函館市電,深堀町
DY7,函館市電,柏木町
DY8,函館市電,杉並町
DY9,函館市電,五稜郭公園前
DY10,函館市電,中央病院前
DY11,函館市電,千代台
DY12,函館市電,堀川町
DY13,函館市電,昭和橋
DY14,函館市電,千歳町
DY15,函館市電,新川町
DY16,函館市電,松風町
DY17,函館市電,函館駅前
DY18,函館市電,市役所前
DY19,函館市電,魚市場通
DY20,函館市電,十字街
D21,函館市電,末広町
D22,函館市電,大町
D23,函館市電,函館どつく前
Y24,函館市電,宝来町
Y25,函館市電,青柳町
Y26,函館市電,谷地頭
N01,仙台市地下鉄南北線,泉中央駅
N02,仙台市地下鉄南北線,八乙女駅
N03,仙台市地下鉄南北線,黒松駅
N04,仙台市地下鉄南北線,旭ヶ丘駅
N05,仙台市地下鉄南北線,台原駅
N06,仙台市地下鉄南北線,北仙台駅
N07,仙台市地下鉄南北線,北四番丁駅
N08,仙台市地下鉄南北線,勾当台公園駅
N09,仙台市地下鉄南北線,広瀬通駅
N10,仙台市地下鉄南北線,仙台駅
N11,仙台市地下鉄南北線,五橋駅
N12,仙台市地下鉄南北線,愛宕橋駅
N13,仙台市地下鉄南北線,河原町駅
N14,仙台市地下鉄南北線,長町一丁目駅
N15,仙台市地下鉄南北線,長町駅
N16,仙台市地下鉄南北線,長町南駅
N17,仙台市地下鉄南北線,富沢駅
T01,仙台市地下鉄東西線,八木山動物公園駅
T02,仙台市地下鉄東西線,青葉山駅
T03,仙台市地下鉄東西線,川内駅
T04,仙台市地下鉄東西線,国際センター駅
T05,仙台市地下鉄東西線,大町西公園駅
T06,仙台市地下鉄東西線,青葉通一番町駅
T07,仙台市地下鉄東西線,仙台駅
T08,仙台市地下鉄東西線,宮城野通駅
T09,仙台市地下鉄東西線,連坊駅
T10,仙台市地下鉄東西線,薬師堂駅
T11,仙台市地下鉄東西線,卸町駅
T12,仙台市地下鉄東西線,六丁の目駅
T13,仙台市地下鉄東西線,荒井駅
G-01,東京メトロ銀座線,渋谷駅
G-02,東京メトロ銀座線,表参道駅
G-03,東京メトロ銀座線,外苑前駅
G-04,東京メトロ銀座線,青山一丁目駅
G-05,東京メトロ銀座線,赤坂見附駅
G-06,東京メトロ銀座線,溜池山王駅
G-07,東京メトロ銀座線,虎ノ門駅
G-08,東京メトロ銀座線,新橋駅
G-09,東京メトロ銀座線,銀座駅
G-10,東京メトロ銀座線,京橋駅
G-11,東京メトロ銀座線,日本橋駅
G-12,東京メトロ銀座線,三越前駅
G-13,東京メトロ銀座線,神田駅
G-14,東京メトロ銀座線,末広町駅
G-15,東京メトロ銀座線,上野広小路駅
G-16,東京メトロ銀座線,上野駅
G-17,東京メトロ銀座線,稲荷町駅
G-18,東京メトロ銀座線,田原町駅
G-19,東京メトロ銀座線,浅草駅
M-01,東京メトロ丸ノ内線,荻窪駅
M-02,東京メトロ丸ノ内線,南阿佐ケ谷駅
M-03,東京メトロ丸ノ内線,新高円寺駅
M-04,東京メトロ丸ノ内線,東高円寺駅
M-05,東京メトロ丸ノ内線,新中野駅
M-06,東京メトロ丸ノ内線,中野坂上駅
M-07,東京メトロ丸ノ内線,西新宿駅
M-09,東京メトロ丸ノ内線,新宿三丁目駅
M-10,東京メトロ丸ノ内線,新宿御苑前駅
M-11,東京メトロ丸ノ内線,四谷三丁目駅
M-12,東京メトロ丸ノ内線,四ツ谷駅
M-13,東京メトロ丸ノ内線,赤坂見附駅
M-14,東京メトロ丸ノ内線,国会議事堂前駅
M-15,東京メトロ丸ノ内線,霞ケ関駅
M-16,東京メトロ丸ノ内線,銀座駅
M-17,東京メトロ丸ノ内線,東京駅
M-18,東京メトロ丸ノ内線,大手町駅
M-19,東京メトロ丸ノ内線,淡路町駅
M-20,東京メトロ丸ノ内線,御茶ノ水駅
M-21,東京メトロ丸ノ内線,本郷三丁目駅
M-22,東京メトロ丸ノ内線,後楽園駅
M-23,東京メトロ丸ノ内線,茗荷谷駅
M-24,東京メトロ丸ノ内線,新大塚駅
M-25,東京メトロ丸ノ内線,池袋駅
m-03,東京メトロ丸ノ内線,方南町駅
m-04,東京メトロ丸ノ内線,中野富士見町駅
m-05,東京メトロ丸ノ内線,中野新橋駅
M-06,東京メトロ丸ノ内線,中野坂上駅
H-01,東京メトロ日比谷線,中目黒駅
H-02,東京メトロ日比谷線,恵比寿駅
H-03,東京メトロ日比谷線,広尾駅
H-04,東京メトロ日比谷線,六本木駅
H-05,東京メトロ日比谷線,神谷町駅
H-06,東京メトロ日比谷線,霞ケ関駅
H-07,東京メトロ日比谷線,日比谷駅
H-08,東京メトロ日比谷線,銀座駅
H-09,東京メトロ日比谷線,東銀座駅
H-10,東京メトロ日比谷線,築地駅
H-11,東京メトロ日比谷線,八丁堀駅
H-12,東京メトロ日比谷線,茅場町駅
H-13,東京メトロ日比谷線,人形町駅
H-14,東京メトロ日比谷線,小伝馬町駅
H-15,東京メトロ日比谷線,秋葉原駅
H-16,東京メトロ日比谷線,仲御徒町駅
H-17,東京メトロ日比谷線,上野駅
H-18,東京メトロ日比谷線,入谷駅
H-19,東京メトロ日比谷線,三ノ輪駅
H-20,東京メトロ日比谷線,南千住駅
H-21,東京メトロ日比谷線,北千住駅
T-01,東京メトロ東西線,中野駅
T-02,東京メトロ東西線,落合駅
T-03,東京メトロ東西線,高田馬場駅
T-04,東京メトロ東西線,早稲田駅
T-05,東京メトロ東西線,神楽坂駅
T-06,東京メトロ東西線,飯田橋駅
T-07,東京メトロ東西線,九段下駅
T-08,東京メトロ東西線,竹橋駅
T-09,東京メトロ東西線,大手町駅
T-10,東京メトロ東西線,日本橋駅
T-11,東京メトロ東西線,茅場町駅
T-12,東京メトロ東西線,門前仲町駅
T-13,東京メトロ東西線,木場駅
T-14,東京メトロ東西線,東陽町駅
T-15,東京メトロ東西線,南砂町駅
T-16,東京メトロ東西線,西葛西駅
T-17,東京メトロ東西線,葛西駅
T-18,東京メトロ東西線,浦安駅
T-19,東京メトロ東西線,南行徳駅
T-20,東京メトロ東西線,行徳駅
T-21,東京メトロ東西線,妙典駅
T-22,東京メトロ東西線,原木中山駅
T-23,東京メトロ東西線,西船橋駅
C-01,東京メトロ千代田線,代々木上原駅
C-02,東京メトロ千代田線,代々木公園駅
C-03,東京メトロ千代田線,明治神宮前〈原宿〉駅
C-04,東京メトロ千代田線,表参道駅
C-05,東京メトロ千代田線,乃木坂駅
C-06,東京メトロ千代田線,赤坂駅
C-07,東京メトロ千代田線,国会議事堂前駅
C-08,東京メトロ千代田線,霞ケ関駅
C-09,東京メトロ千代田線,日比谷駅
C-10,東京メトロ千代田線,二重橋前駅
C-11,東京メトロ千代田線,大手町駅
C-12,東京メトロ千代田線,新御茶ノ水駅
C-13,東京メトロ千代田線,湯島駅
C-14,東京メトロ千代田線,根津駅
C-15,東京メトロ千代田線,千駄木駅
C-16,東京メトロ千代田線,西日暮里駅
C-17,東京メトロ千代田線,町屋駅
C-18,東京メトロ千代田線,北千住駅
C-19,東京メトロ千代田線,綾瀬駅
C-20,東京メトロ千代田線,北綾瀬駅
Y-01,東京メトロ有楽町線,和光市駅
Y-02,東京メトロ有楽町線,地下鉄成増駅
Y-03,東京メトロ有楽町線,地下鉄赤塚駅
Y-04,東京メトロ有楽町線,平和台駅
Y-05,東京メトロ有楽町線,氷川台駅
Y-06,東京メトロ有楽町線,小竹向原駅
Y-07,東京メトロ有楽町線,千川駅
Y-08,東京メトロ有楽町線,要町駅
Y-09,東京メトロ有楽町線,池袋駅
Y-10,東京メトロ有楽町線,東池袋駅
Y-11,東京メトロ有楽町線,護国寺駅
Y-12,東京メトロ有楽町線,江戸川橋駅
Y-13,東京メトロ有楽町線,飯田橋駅
Y-14,東京メトロ有楽町線,市ケ谷駅
Y-15,東京メトロ有楽町線,麹町駅
Y-16,東京メトロ有楽町線,永田町駅
Y-17,東京メトロ有楽町線,桜田門駅
Y-18,東京メトロ有楽町線,有楽町駅
Y-19,東京メトロ有楽町線,銀座一丁目駅
Y-20,東京メトロ有楽町線,新富町駅
Y-21,東京メトロ有楽町線,月島駅
Y-22,東京メトロ有楽町線,豊洲駅
Y-23,東京メトロ有楽町線,辰巳駅
Y-24,東京メトロ有楽町線,新木場駅
Z-01,東京メトロ半蔵門線,渋谷駅
Z-02,東京メトロ半蔵門線,表参道駅
Z-03,東京メトロ半蔵門線,青山一丁目駅
Z-04,東京メトロ半蔵門線,永田町駅
Z-05,東京メトロ半蔵門線,半蔵門駅
Z-06,東京メトロ半蔵門線,九段下駅
Z-07,東京メトロ半蔵門線,神保町駅
Z-08,東京メトロ半蔵門線,大手町駅
Z-09,東京メトロ半蔵門線,三越前駅
Z-10,東京メトロ半蔵門線,水天宮前駅
Z-11,東京メトロ半蔵門線,清澄白河駅
Z-12,東京メトロ半蔵門線,住吉駅
Z-13,東京メトロ半蔵門線,錦糸町駅
Z-14,東京メトロ半蔵門線,押上〈スカイツリー前〉駅
N-01,東京メトロ南北線,目黒駅
N-02,東京メトロ南北線,白金台駅
N-03,東京メトロ南北線,白金高輪駅
N-04,東京メトロ南北線,麻布十番駅
N-05,東京メトロ南北線,六本木一丁目駅
N-06,東京メトロ南北線,溜池山王駅
N-07,東京メトロ南北線,永田町駅
N-08,東京メトロ南北線,四ツ谷駅
N-09,東京メトロ南北線,市ケ谷駅
